Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
6020000,1.0642895,2.3395233221231173,-23269.997123695237,-0.2877427,-0.3473022413116081,-0.3473022413116081,0.10595033,0.035211023,3.9902293e-06,0.13990168,0.003996179,1.0
6040000,1.0630811,2.322986333236406,-23405.92388600195,-0.29540828,-0.35513231017867575,-0.35513231017867575,0.10591228,0.037066612,3.9701813e-06,0.13970122,0.003976151,1.0
6060000,1.0685772,2.326833527357392,-23575.828858568442,-0.29407924,-0.3549039623731524,-0.3549039623731524,0.10438391,0.036445323,3.9501406e-06,0.13950081,0.0039561307,1.0
6080000,1.0663283,2.3276589553324603,-23719.57739154388,-0.29647186,-0.3554197627588701,-0.3554197627588701,0.105581366,0.03437573,3.930089e-06,0.13930029,0.003936099,1.0
6100000,1.0676829,2.324072727272727,-23827.16212885863,-0.29431248,-0.35543273158506916,-0.35543273158506916,0.105046466,0.036564324,3.9100382e-06,0.13909976,0.0039160675,1.0
6120000,1.0697279,2.3269818181818183,-23928.578531003597,-0.29821265,-0.3575709134329449,-0.3575709134329449,0.105406076,0.033766158,3.889993e-06,0.1388993,0.003896042,1.0
6140000,1.0667462,2.3354254853306085,-24019.113166321586,-0.29226366,-0.35056196596544686,-0.35056196596544686,0.10439648,0.033953886,3.8699436e-06,0.13869882,0.003876013,1.0
6160000,1.0663002,2.3449589683470107,-24132.956390843618,-0.29100308,-0.3479923840452767,-0.3479923840452767,0.10288899,0.036052316,3.8498943e-06,0.13849832,0.003855983,1.0
6180000,1.0663918,2.323137141200348,-24272.05296796101,-0.3030466,-0.36793273870764903,-0.36793273870764903,0.102436796,0.035769813,3.829853e-06,0.13829792,0.0038359608,1.0
6200000,1.0658282,2.3256473668897293,-24409.585826723254,-0.2951355,-0.35036369338133044,-0.35036369338133044,0.10691481,0.033816136,3.8100625e-06,0.13810001,0.0038161909,1.0
6220000,1.069077,2.3405701754385966,-24525.19430016255,-0.2902503,-0.34897661237209515,-0.34897661237209515,0.10643171,0.03392939,3.7902676e-06,0.13790207,0.0037964154,1.0
6240000,1.0679278,2.339418723528553,-24629.166707171236,-0.29555032,-0.3571345158899563,-0.3571345158899563,0.1011147,0.03635259,3.7702196e-06,0.13770157,0.003776387,1.0
